tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang
"Bán  Nhà mặt phố tạiĐường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",260 tỷ,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",440 m²,3 PN,3 WC,3,Sổ đỏ / Sổ hồng,25/11/202511:24
"Bán  Nhà riêng tạiPhường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội","7,90 tỷ","Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",36 m²,,,,,25/11/202514:25
"Bán  Nhà mặt phố tạiPhường Định Công, Quận Hoàng Mai, Hà Nội","6,25 tỷ","Phường Định Công, Quận Hoàng Mai, Hà Nội",40 m²,,,4,Sổ đỏ / Sổ hồng,25/11/202507:22
"Bán  Nhà riêng tạiLê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội","8,90 tỷ","Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",44 m²,,,,,25/11/202509:17
"Bán  Nhà riêng tạiPhú Mỹ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","8,70 tỷ","Phú Mỹ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",42 m²,,,,,25/11/202509:16
"Bán  Nhà riêng tạiPhường Định Công, Quận Hoàng Mai, Hà Nội","5,90 tỷ","Phường Định Công, Quận Hoàng Mai, Hà Nội",32 m²,,,6,Sổ đỏ / Sổ hồng,25/11/202507:21
"Bán  Nhà riêng tạiLạc long quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",12 tỷ,"Lạc long quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",38 m²,5 PN,5 WC,5,Sổ đỏ / Sổ hồng,25/11/202509:11
"Bán  Nhà riêng tạiPhường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội","7,40 tỷ","Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",32 m²,,,,Sổ đỏ / Sổ hồng,25/11/202502:15
"Bán  Nhà riêng tạiPhường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội","13,50 tỷ","Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",117 m²,,,3,Sổ đỏ / Sổ hồng,25/11/202509:37
"Bán  Nhà riêng tạiPhường Giáp Bát, Quận Hoàng Mai, Hà Nội",19 tỷ,"Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",69 m²,,,6,Sổ đỏ / Sổ hồng,25/11/202508:04
"Bán  Nhà mặt phố tạiPhường Tân Mai, Quận Hoàng Mai, Hà Nội","6,90 tỷ","Phường Tân Mai, Quận Hoàng Mai, Hà Nội",38 m²,3 PN,,5,Sổ đỏ / Sổ hồng,25/11/202507:14
"Bán  Nhà riêng tạiPhường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",6 tỷ,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",40 m²,4 PN,3 WC,6,Sổ đỏ / Sổ hồng,24/11/202520:22
"Bán  Nhà riêng tạiPhường Phương Canh, Quận Nam Từ Liêm, Hà Nội","5,25 tỷ","Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",33 m²,4 PN,3 WC,5,Sổ đỏ / Sổ hồng,24/11/202520:22
"Bán  Nhà riêng tạiĐường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","8,40 tỷ","Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",45 m²,,,,,24/11/202520:17
"Bán  Nhà riêng tạiPhường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội","12,80 tỷ","Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",36 m²,,,,,23/11/202516:00
"Bán  Nhà riêng tạiPhường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",6 tỷ,"Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",40 m²,4 PN,3 WC,6,Sổ đỏ / Sổ hồng,24/11/202520:23
"Bán  Nhà riêng tạiĐại Cát, Phường Thượng Cát, Quận Bắc Từ Liêm, Hà Nội","7,35 tỷ","Đại Cát, Phường Thượng Cát, Quận Bắc Từ Liêm, Hà Nội",40 m²,,,,,24/11/202510:42
"Bán  Nhà riêng tạiXuân Phương, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội","8,35 tỷ","Xuân Phương, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",34 m²,3 PN,2 WC,,Sổ đỏ / Sổ hồng,24/11/202517:55
"Bán  Nhà riêng tạiMỹ đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","8,80 tỷ","Mỹ đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",38 m²,4 PN,5 WC,5,Sổ đỏ / Sổ hồng,24/11/202513:56
"Bán  Nhà riêng tạilê đức thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","7,60 tỷ","lê đức thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",33 m²,3 PN,4 WC,5,Sổ đỏ / Sổ hồng,24/11/202514:31
"Bán  Nhà riêng tạixuân phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","7,65 tỷ","xuân phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",35 m²,4 PN,6 WC,7,,24/11/202513:56
"Bán  Nhà riêng tạiLê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","8,70 tỷ","Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",42 m²,,,,,24/11/202520:15
"Bán  Nhà riêng tạiPhường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","6,30 tỷ","Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",30 m²,,,,,24/11/202510:58
"Bán  Nhà riêng tạiĐường Hà Trì, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",9 tỷ,"Đường Hà Trì, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",45 m²,4 PN,4 WC,5,Sổ đỏ / Sổ hồng,24/11/202518:54
"Bán  Nhà riêng tạiLê Quang Đạo, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","8,30 tỷ","Lê Quang Đạo, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",40 m²,,,,,24/11/202520:00
"Bán  Nhà riêng tạiPhường Tây Tựu, Quận Bắc Từ Liêm, Hà Nội","6,85 tỷ","Phường Tây Tựu, Quận Bắc Từ Liêm, Hà Nội",35 m²,,,,,24/11/202510:48
"Bán  Nhà riêng tạiĐường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội","19,40 tỷ","Đường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội",100 m²,3 PN,3 WC,3,Sổ đỏ / Sổ hồng,24/11/202510:15
"Bán  Nhà riêng tạiPhường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",5 tỷ,"Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",33 m²,3 PN,4 WC,5,Sổ đỏ / Sổ hồng,23/11/202522:54
"Bán  Nhà riêng tạiNgọc trục, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội","10,30 tỷ","Ngọc trục, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",60 m²,3 PN,3 WC,4,Sổ đỏ / Sổ hồng,24/11/202500:00
"Bán  Nhà riêng tạiPhường Giáp Bát, Quận Hoàng Mai, Hà Nội","10,10 tỷ","Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",30 m²,,,5,,24/11/202510:15
"Bán  Nhà riêng tạiPhường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",5 tỷ,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",33 m²,3 PN,4 WC,5,Sổ đỏ / Sổ hồng,23/11/202522:53
"Bán  Nhà riêng tạiPhường Thượng Cát, Quận Bắc Từ Liêm, Hà Nội",6 tỷ,"Phường Thượng Cát, Quận Bắc Từ Liêm, Hà Nội",32 m²,,,,,24/11/202510:36
"Bán  Nhà mặt phố tạiQuang trung, Phường Quang Trung, Quận Hà Đông, Hà Nội","39,50 tỷ","Quang trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",120 m²,4 PN,4 WC,5,Sổ đỏ / Sổ hồng,23/11/202523:33
"Bán Nhà biệt thự, liền kề theo dự ánVinhomes Riverside tại Đường Chu Huy Mân, Phường Phúc Lợi, Quận Long Biên, Hà Nội",92 tỷ,"Đường Chu Huy Mân, Phường Phúc Lợi, Quận Long Biên, Hà Nội",206 m²,5 PN,6 WC,4,Sổ đỏ / Sổ hồng,24/11/202509:50
"Bán  Nhà riêng tạiĐường Bùi Huy Bích, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội","1,90 tỷ","Đường Bùi Huy Bích, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",21 m²,1 PN,1 WC,1,Hợp đồng mua bán,23/11/202519:16
"Bán  Nhà riêng tạiPhường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",5 tỷ,"Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",34 m²,3 PN,4 WC,5,Sổ đỏ / Sổ hồng,23/11/202522:53
"Bán  Nhà riêng tạiPhường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","5,65 tỷ","Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",37 m²,4 PN,3 WC,5,Sổ đỏ / Sổ hồng,23/11/202522:52
"Bán  Nhà riêng tạiPhường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","5,15 tỷ","Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",33 m²,4 PN,4 WC,5,Sổ đỏ / Sổ hồng,23/11/202522:52
"Bán  Nhà riêng tạiPhường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",6 tỷ,"Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",40 m²,4 PN,3 WC,6,Sổ đỏ / Sổ hồng,23/11/202522:52
"Bán  Nhà riêng tạiMỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",10 tỷ,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",50 m²,,,,,23/11/202518:49
"Bán  Nhà riêng tạiĐường An Dương Vương, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội","9,20 tỷ","Đường An Dương Vương, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",36 m²,,,,,23/11/202516:05
"Bán  Nhà riêng tạiHuy Du, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội","8,20 tỷ","Huy Du, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",39 m²,,,,Sổ đỏ / Sổ hồng,23/11/202515:41
"Bán  Nhà riêng tạiLê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","9,90 tỷ","Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",50 m²,,,,,23/11/202515:43
"Bán  Nhà riêng tạiNguyễn Đổng Chi, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội","8,40 tỷ","Nguyễn Đổng Chi, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",40 m²,,,,Sổ đỏ / Sổ hồng,23/11/202515:41
"Bán  Nhà riêng tạiĐường Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội","13,50 tỷ","Đường Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội",38 m²,3 PN,5 WC,7,Sổ đỏ / Sổ hồng,23/11/202511:13
"Bán  Nhà riêng tạiĐường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội","20,50 tỷ","Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",55 m²,3 PN,5 WC,8,Sổ đỏ / Sổ hồng,23/11/202512:34
"Bán  Nhà riêng tạiMinh Khai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","9,20 tỷ","Minh Khai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",45 m²,4 PN,,4,Sổ đỏ / Sổ hồng,23/11/202506:00
"Bán  Nhà riêng tạiHồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",8 tỷ,"Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",36 m²,,,,,23/11/202511:15
"Bán  Nhà riêng tạiPhường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",25 tỷ,"Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",120 m²,,,3,Sổ đỏ / Sổ hồng,23/11/202508:08
"Bán  Nhà riêng tạiĐường Nguyễn Đổng Chi, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội","7,35 tỷ","Đường Nguyễn Đổng Chi, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",35 m²,,,,Sổ đỏ / Sổ hồng,23/11/202500:00
"Bán  Nhà riêng tạiĐường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",7 tỷ,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",38 m²,3 PN,4 WC,5,Sổ đỏ / Sổ hồng,22/11/202522:59
"Bán  Nhà riêng tạiĐường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội","6,40 tỷ","Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",31 m²,4 PN,4 WC,3,Sổ đỏ / Sổ hồng,22/11/202522:10
"Bán  Nhà riêng tạiPhường Đại Kim, Quận Hoàng Mai, Hà Nội","8,90 tỷ","Phường Đại Kim, Quận Hoàng Mai, Hà Nội",46 m²,,,4,,22/11/202516:26
"Bán  Nhà biệt thự, liền kề tạilê trọng tấn , Phường Dương Nội, Quận Hà Đông, Hà Nội","23,50 tỷ","lê trọng tấn , Phường Dương Nội, Quận Hà Đông, Hà Nội",123 m²,4 PN,4 WC,3,Sổ đỏ / Sổ hồng,22/11/202521:41
"Bán  Nhà riêng tạiĐường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","8,40 tỷ","Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",45 m²,,,,Sổ đỏ / Sổ hồng,23/11/202500:00
"Bán  Nhà riêng tạiPhường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội","5,20 tỷ","Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",33 m²,3 PN,4 WC,5,Sổ đỏ / Sổ hồng,23/11/202500:00
"Bán Nhà biệt thự, liền kề theo dự ánKhu nhà ở V5 V6 tại Khu nhà ở V5 V6, Văn phú, Phường Phú La, Quận Hà Đông, Hà Nội",27 tỷ,"Khu nhà ở V5 V6, Văn phú, Phường Phú La, Quận Hà Đông, Hà Nội",90 m²,7 PN,7 WC,7,Sổ đỏ / Sổ hồng,22/11/202523:43
"Bán  Nhà riêng tạiĐường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",7 tỷ,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",38 m²,3 PN,4 WC,5,Sổ đỏ / Sổ hồng,22/11/202516:53
"Bán  Nhà riêng tạiMễ trì Hạ, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","16,60 tỷ","Mễ trì Hạ, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",55 m²,4 PN,5 WC,5,Sổ đỏ / Sổ hồng,22/11/202516:10
