tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang
"""Siêu hiếm"" ngay mặt tiền - Nguyễn Trãi Quận 1 - 12x35m 420m2 2tầng",85.0,"Nguyễn Trãi, Phường Bến Thành, Quận 1, TPHCM",418.0,,,2,Sổ hồng,25/11/2025
Bán nhà MT Lê Thánh Tôn P Bến Nghé Q1 HĐT: 200 tr/th ngang trên 4m,100.0,"Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",88.0,,,4,Sổ hồng,25/11/2025
SIÊU PHẨM 199 tỷ - mặt tiền Điện Biên Phủ - 21x31m 625m2 - 10 tầng,199.0,"Điện Biên Phủ, Phường Đa Kao, Quận 1, TPHCM",625.0,,,10,Sổ hồng,25/11/2025
"Bán nhà HXH ngay Nguyễn Cư Trinh, phố đi bộ Bùi Viện, Quận 1, 4L, 19.5",19.5,"Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, TPHCM",76.0,6,6,4,Giấy tờ hợp lệ,25/11/2025
"Bán nhà HXH Tôn Thất Tùng, Bến Thành, Quận 1, 4x20m, 5 tầng, 24 tỷ",24.0,"Tôn Thất Tùng, Phường Bến Thành, Quận 1, TPHCM",80.0,7,8,3,Giấy tờ hợp lệ,25/11/2025
"Bán nhà 2Mt HXH Trần Hưng Đạo, Q.1 ngần Trần Đình Xu, Cống Quỳnh",22.0,"Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, TPHCM",86.0,8,9,4,Giấy tờ hợp lệ,25/11/2025
"Bán nhà Mt ngay Trần Đình Xu, Nguyễn Cư Trinh, Q1, 4x19m, 4lầu, 27 tỷ",26.0,"Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, TPHCM",76.0,6,6,3,Giấy tờ hợp lệ,25/11/2025
"Bán nhà MT Ký Con, Lê Thị Hồng Gấm, Nguyễn Thái Bình, Q.1, 6.8x18m, 8T",81.99,"Ký Con, Phường Nguyễn Thái Bình, Quận 1, TPHCM",110.0,9,9,7,Giấy tờ hợp lệ,25/11/2025
Chính chủ bán nhà khu Trần Quang Khải Phường Tân Định Q1. DT 13x22m,100.0,"Trần Quang Khải, Phường Tân Định, Quận 1, TPHCM",270.0,,,14,Sổ hồng,25/11/2025
"Bán nhà đường Lê Thánh Tôn, Bến Nghé, Quận 1, 4.2x19m, 5L, 32 tỷ",31.99,"Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",80.0,10,10,4,Sổ hồng,25/11/2025
"BÁN NHÀ mặt tiền Nguyễn Đình Chiểu - 8x15m, CN 115m - 5 tầng",68.0,"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TPHCM",115.0,,,5,Sổ hồng,25/11/2025
"Bán nhà 2 MT HXH Nguyễn Bỉnh Khiêm, Bến Nghé, Quận 1, 4.2x22m, 27 tỷ",28.0,"Nguyễn Bỉnh Khiêm, Phường Bến Nghé, Quận 1, TPHCM",92.0,3,3,2,Giấy tờ hợp lệ,25/11/2025
"Bán nhà đường Tôn Thất Tùng - Nguyễn Trãi, Quận 1, 4 lầu, 70m2, 25 tỷ",25.0,"Nguyễn Trãi, Phường Bến Thành, Quận 1, TPHCM",80.0,7,7,3,Giấy tờ hợp lệ,25/11/2025
"Bán tòa nhà Nguyễn Văn Thủ-Hai Bà Trưng, Quận 1, 8.5x18m, giá 149 tỷ",149.9,"Hai Bà Trưng, Phường Đa Kao, Quận 1, TPHCM",155.0,5,5,5,Giấy tờ hợp lệ,25/11/2025
"Bán nhà MT Đinh Tiên Hoàng,P. Đa Kao, Q.1, 4x19, giá 29.9 tỷ.",29.9,"Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, TPHCM",72.0,3,2,,Giấy tờ hợp lệ,25/11/2025
"Bán nhà góc 2 mặt tiền đường Quận 1, ngang 12.8m, H+8 tầng, TM, 39 tỷ",39.0,"Trần Nhật Duật, Phường Tân Định, Quận 1, TPHCM",53.0,8,9,8,Giấy tờ hợp lệ,25/11/2025
"Bán nhà HXH Nguyễn Trãi Nguyễn Cư Trinh, Quận 1 ngang 13.5x15m, chỉ 37",37.0,"Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, TPHCM",182.0,2,2,,Sổ hồng,25/11/2025
"Bán nhà HXH Lê Thị Riêng-Nguyễn Trãi, Bến Thành, Q1, 5x16m, 3 lầu, 23t",23.0,"Nguyễn Trãi, Phường Bến Thành, Quận 1, TPHCM",70.0,6,6,3,Giấy tờ hợp lệ,25/11/2025
"Bán nhà mặt tiền Nguyễn Cư Trinh, Phạm Ngũ Lão, Quận 1, 4x17m, 3lầu,",39.9,"Nguyễn Cư Trinh, Phường Phạm Ngũ Lão, Quận 1, TPHCM",64.0,6,6,3,Giấy tờ hợp lệ,25/11/2025
"Bán nhà Bến Thành, Nguyễn Trãi, Lê Thị Riêng, Q1, 5x19m, 3lầu, 25.9tỷ",25.999,"Nguyễn Trãi, Phường Bến Thành, Quận 1, TPHCM",70.0,6,7,3,Giấy tờ hợp lệ,25/11/2025
"Bán gấp mặt tiền Nguyễn Hữu Cầu, Quận 1: 310m2(13x26m), 3 Lầu, 130 tỷ",135.0,"Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, TPHCM",310.0,3,3,12,Giấy tờ hợp lệ,25/11/2025
"Bán nhà HXH Nguyễn Trãi - Tôn Thất Tùng, Bến Thành, Q.1, 4x20m, 24 tỷ",24.0,"Nguyễn Trãi, Phường Bến Thành, Quận 1, TPHCM",72.0,6,7,3,Giấy tờ hợp lệ,25/11/2025
"Bán nhà MT Trần Quang Khải, Tân Định, Quận 1, 4x24m, 5 lầu, giá 34.5 t",34.5,"Trần Quang Khải, Phường Tân Định, Quận 1, TPHCM",85.0,12,13,5,Giấy tờ viết tay,25/11/2025
"Bán tòa nhà khách sạn ngay phố Đi Bộ Bùi Viện, Q1, 7 tầng, 18P, HĐ110t",46.9,"Đề Thám, Phường Cô Giang, Quận 1, TPHCM",80.0,18,18,7,Giấy tờ hợp lệ,25/11/2025
"Bán gấp tòa nhà Nguyễn Thị Minh Khai, Quận 1, 5x23m H+5L, TM, 39 tỷ",39.0,"Nguyễn Thị Minh Khai, Phường Bến Nghé, Quận 1, TPHCM",110.0,12,13,5,Giấy tờ hợp lệ,25/11/2025
"Bán Tòa nhà góc 3MT Thái Văn Lung, Lê Thánh Tôn, Bến Nghé, H+8 tầng,",130.0,"Thái Văn Lung, Phường Bến Nghé, Quận 1, TPHCM",80.0,8,8,8,Giấy tờ hợp lệ,25/11/2025
"Bán tòa nhà mặt tiền gần Hai Bà Trưng, Q1, 6.5x23m, 5L, giá 69.9 tỷ TL",69.9,"Hai Bà Trưng, Phường Tân Định, Quận 1, TPHCM",145.0,5,5,5,Giấy tờ hợp lệ,25/11/2025
"Bán nhà mặt tiền ngay Điện Biên Phủ, Quận 1 2 chiều 9.5x25m, giá 125 t",125.0,"Điện Biên Phủ, Phường Đa Kao, Quận 1, TPHCM",230.0,2,2,1,Giấy tờ hợp lệ,25/11/2025
"Bán nhà Mt ngay Đinh Tiên Hoàng, Quận 1, 4.5x16m, H+5L, giá 32.9 tỷ",32.9,"Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, TPHCM",70.0,10,11,6,Giấy tờ hợp lệ,25/11/2025
"Bán nhà Mt ngay Võ Thị Sáu, Quận 1, 4.5x16m, H+5L, giá 32.9 tỷ",32.9,"Võ Thị Sáu, Phường Tân Định, Quận 1, TPHCM",70.0,10,11,6,Giấy tờ hợp lệ,25/11/2025
"Bán nhà khu sang trọng Phạm Viết Chánh, Nguyễn Cư Trinh, Q1, 6x19m, 4L",24.999,"Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, TPHCM",110.0,6,6,4,Sổ hồng,25/11/2025
"Bán nhà Siêu vị trí MT NGUYỄN DU, BẾN THÀNH QUẬN 1 (21mx30m) 650 tỷ",680.0,"Nguyễn Du, Phường Bến Thành, Quận 1, TPHCM",621.0,,,,Sổ hồng,25/11/2025
"Bán nhà 2 Mt Nguyễn Bỉnh Khiêm P.Bến Nghé, Quận 1, 5x20m 3 Tầng , 34.3",34.499,"Nguyễn Bỉnh Khiêm, Phường Bến Nghé, Quận 1, TPHCM",100.0,6,6,3,Giấy tờ hợp lệ,25/11/2025
"Bán nhà Hẻm XH Nguyễn Trãi, Quận 1- 87m2 (4.8 x 18.5) - 5 tầng, hẻm 8m",17.999,"Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, TPHCM",88.0,7,7,13,Giấy tờ hợp lệ,25/11/2025
"Bán nhà mặt tiền đường huyền quang, quận 1 ngang 4m dài 15m 3 tầng",18.5,"Huyền Quang, Phường Tân Định, Quận 1, TPHCM",60.0,3,4,9,Sổ hồng,25/11/2025
"Bán nhà Mt gần Thạch Thị Thanh, Quận 1, 4.5x16m, H+5L, giá 32.9 tỷ",32.9,"Thạch Thị Thanh, Phường Tân Định, Quận 1, TPHCM",66.0,10,11,6,Giấy tờ hợp lệ,25/11/2025
Khách sạn 3* siêu đẹp 170m2 MT Phạm Ngũ Lão Q1 giá cực tốt,130.0,"Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, TPHCM",170.0,,,16,Sổ hồng,25/11/2025
"Bán nhà đương Nguyễn Trãi - Tôn Thất Tùng, Bùi Thị Xuân, Bến Thành, q1",29.0,"Nguyễn Trãi, Phường Bến Thành, Quận 1, TPHCM",83.0,5,5,2,Giấy tờ hợp lệ,25/11/2025
"400m2 2L MT Sương Nguyệt Ánh, giá chỉ 230 tỷ TL",230.0,"Sương Nguyệt Ánh, Phường Bến Thành, Quận 1, TPHCM",400.0,,,8,Sổ hồng,25/11/2025
"Bán nhà góc 2MT Hẻm XT Trần Hưng Đạo, Quận 1, 6x15m, 4 lầu, 23.5tỷ",23.5,"Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, TPHCM",68.0,8,8,7,Giấy tờ hợp lệ,25/11/2025
bán Villa bason siêu đẹp quận 1 HCM.,300.0,"Nguyễn Hữu Cảnh, Phường Bến Nghé, Quận 1, TPHCM",500.0,5,4,,Hợp đồng mua bán,25/11/2025
"Bán gấp nhà mặt tiền Bùi Viện - Q.1 (7.2 x18m), tiện xây khách sạn",55.0,"Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, TPHCM",103.0,,,2,Sổ hồng,25/11/2025
Mặt Tiền Cô Giang Q1 Ngang 4m Dài 20m 5 Tầng Giá 35 Tỷ gần Bến Thành,35.0,"Cô Giang, Phường Cầu Ông Lãnh, Quận 1, TPHCM",74.0,5,5,73,Sổ hồng,25/11/2025
"Bán nhà Mt Lý Tự Trọng ngay Thủ Khoa Huân, Bến Thành, Quận 1, 4.3x25m",84.999,"Lý Tự Trọng, Phường Bến Thành, Quận 1, TPHCM",106.0,3,2,7,Giấy tờ hợp lệ,25/11/2025
"Bán nhà HXH VIP 10m đường Nguyễn Đình Chiểu, Đa Kao, Q.1 ngang 7.6m",26.5,"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TPHCM",105.0,6,6,4,Giấy tờ hợp lệ,25/11/2025
"Bán nhà hẻm 55 Lê Thị Hồng Gấm thông 150 Nguyễn Thái Bình, Quận1, 4x22",35.0,"Nguyễn Thái Bình, Phường Nguyễn Thái Bình, Quận 1, TPHCM",88.0,8,8,5,Giấy tờ hợp lệ,25/11/2025
"Bán nhà mặt tiền thụt phường tân định, quận 1 đường huyền quang ngang",11.2,"Huyền Quang, Phường Tân Định, Quận 1, TPHCM",72.0,1,1,,Sổ hồng,25/11/2025
Cần bán khách sạn MT Bùi Viện Q1 (8x20) 154m2 hầm 9 tầng giá 125 tỷ,125.0,"Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, TPHCM",154.0,,,6,Sổ hồng,25/11/2025
"Bán tòa nhà khách sạn Mt Thủ Khoa Huân, Bến Thành Q.1, H+10tầng,60 Phò",220.0,"Thủ Khoa Huân, Phường Bến Thành, Quận 1, TPHCM",153.0,60,61,10,Giấy tờ hợp lệ,25/11/2025
"Bán tòa nhà vp MT ngay NGUYỄN BỈNH KHIÊM, QUẬN 1- hầm, 9 tầng",96.0,"Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, TPHCM",150.0,,,9,Sổ hồng,25/11/2025
"Bán nhà quận 1 giá 9,5 tỷ nguyễn trung ngạn ngang 6,5m dài 9m trệt",9.5,"Nguyễn Trung Ngạn, Phường Bến Nghé, Quận 1, TPHCM",30.0,2,2,2,Sổ hồng,25/11/2025
"Bán toà nhà VP 2 hầm 10 lầu MT Sương Nguyệt Ánh, P Bến Thành, Quận 1",850.0,"Sương Nguyệt Ánh, Phường Bến Thành, Quận 1, TPHCM",914.0,,,10,Sổ hồng,25/11/2025
"Bán tòa nhà Mt Trần Khắc Chân-Trần Quang Khải, Q1, H+8L, 145tỷ",145.0,"Trần Quang Khải, Phường Tân Định, Quận 1, TPHCM",190.0,8,8,8,Giấy tờ hợp lệ,25/11/2025
2 mặt tiền Trần Quang Khải vị trí siêu đẹp HĐT cao giá chỉ 70 tỷ,70.0,"Trần Quang Khải, Phường Tân Định, Quận 1, TPHCM",99.0,,,5,Sổ hồng,25/11/2025
"Bán nhà 2mt Trần Hưng Đạo, Quận 1, 6x15m, 3 lầu, giá 23.xtỷ",23.3,"Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, TPHCM",86.0,3,3,3,Giấy tờ hợp lệ,25/11/2025
"Bán Siêu phẩm Mặt Tiền Lê Thị Hồng Gấm Q1 Dt 4,2m x 20m 4 Tầng 60 Tỷ",60.0,"Lê Thị Hồng Gấm, Phường Nguyễn Thái Bình, Quận 1, TPHCM",80.0,4,4,4,Sổ hồng,25/11/2025
"Bán nhà MT ngay Điện Biên Phủ, Đa Kao, Q1, ngang 8m, 59.9 tỷ",59.9,"Điện Biên Phủ, Phường Đa Kao, Quận 1, TPHCM",200.0,3,3,2,Giấy tờ hợp lệ,25/11/2025
"Góc 2MT Nam Kỳ Khởi Nghĩa, Quận 1 - 10x30m - XD mới: Hầm 10 tầng",200.0,"Nam Kỳ Khởi Nghĩa, Phường Bến Thành, Quận 1, TPHCM",300.0,,,10,Sổ hồng,25/11/2025
"Mặt Tiền phố Nhật đường Ngô Văn Năm Q1 ngang 5,5m Dài 27m 8 Tầng 105Tỷ",105.0,"Ngô Văn Năm, Phường Bến Nghé, Quận 1, TPHCM",139.8,17,17,8,Sổ hồng,25/11/2025
"Góc 2MT Trần Quang Khải + Trần Khắc Chân, Quận 1 - 8x18m NH 10m 6 tầng",50.0,"Trần Quang Khải, Phường Tân Định, Quận 1, TPHCM",160.0,,,6,Sổ hồng,25/11/2025
"Bán tòa nhà mặt tiền Trần Quang Khải - Hai Bà Trưng, Q1, 6.5x23m, 5L,",69.9,"Trần Quang Khải, Phường Tân Định, Quận 1, TPHCM",145.0,5,5,5,Giấy tờ hợp lệ,25/11/2025
Bán gấp hầm + 10t mặt tiền P.Đa Kao - Q. 1 gần Nguyễn Bỉnh Khiêm,220.0,"Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, TPHCM",659.0,,,8,Sổ hồng,25/11/2025
"Mặt Tiền Q1 Ngang 4,1m Dài 19m mà chỉ 22 tỷ ngay đường Nguyễn Thái Học",22.0,"Nguyễn Thái Học, Phường Cầu Ông Lãnh, Quận 1, TPHCM",71.0,2,2,,Sổ hồng,25/11/2025
"Bán nhà Mt Thủ Khoa Huân, Bến Thành, Quận 1, ngay chợ Bến Thành 4.3x25",84.999,"Thủ Khoa Huân, Phường Bến Thành, Quận 1, TPHCM",105.0,3,3,7,Giấy tờ hợp lệ,25/11/2025
"Bán nhà góc 2MT ngay Nguyễn Đình Chiểu, Đa Kao, Q1, 25.5 tỷ",25.0,"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TPHCM",75.0,6,6,2,Giấy tờ hợp lệ,25/11/2025
"Bán nhà MT ngay Trần Khắc Chân gần Trần Quang Khải, TĐ. Quận 1. 8.2x25",65.0,"Trần Khắc Chân, Phường Tân Định, Quận 1, TPHCM",210.0,6,6,4,Giấy tờ hợp lệ,25/11/2025
"Mặt Tiền Phường Bến Thành mà Chỉ 24,5 Tỷ có bề ngang 3,6m dài 15m",24.5,"Lê Thị Riêng, Phường Bến Thành, Quận 1, TPHCM",53.0,2,2,2,Sổ hồng,25/11/2025
Bán Siêu phẩm Mặt Tiền Trần Quang KhảiQ1 Dt 8 x 36m Cn 276m2 Giá 112Tỷ,112.0,"Trần Quang Khải, Phường Tân Định, Quận 1, TPHCM",276.0,1,1,8,Sổ hồng,25/11/2025
"Bán Mặt Tiền Nguyễn Công Trứ Q1 Dt 4,5 x 21m 6 Tầng gần Bank Nhà nước",65.0,"Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, TPHCM",91.0,8,6,6,Hợp đồng mua bán,25/11/2025
"Bán Siêu phẩm Mặt Tiền Nguyễn công trứ Q1 Dt 4,3 x 17m 7 Tầng 43,5 Tỷ",43.5,"Nguyễn Công Trứ, Phường Cầu Ông Lãnh, Quận 1, TPHCM",68.0,12,12,7,Sổ hồng,25/11/2025
Bán Siêu phẩm Mặt Tiền Lê Lai Q1 Dt 4 x 20m 4 Tầng Giá 70Tỷ giáp Ks NW,70.0,"Lê Lai, Phường Bến Thành, Quận 1, TPHCM",80.0,6,4,4,Sổ hồng,25/11/2025
"Mặt Tiền Nguyễn Thái Học Q1 ngang 7,5m Dài 20m 3 Tầng nở 8m Chỉ 82 Tỷ",82.0,"Nguyễn Thái Học, Phường Cầu Ông Lãnh, Quận 1, TPHCM",136.0,3,3,3,Không xác định,25/11/2025
"Bán nhà mặt tiền Võ Thị Sáu, phường Tân Định, Quận 1, Diện tích 10x18",50.0,"Võ Thị Sáu, Phường Tân Định, Quận 1, TPHCM",180.0,,,2,Sổ hồng,25/11/2025
"Bán gấp nhà mặt tiền Đề Thám gần Trần Hưng Đạo, Quận 1, 9x22m, 82 tỷ",82.0,"Đề Thám, Phường Cô Giang, Quận 1, TPHCM",198.0,3,3,6,Giấy tờ hợp lệ,25/11/2025
"Bán nhà mặt tiền gần Trần Nhật Duật, Tân Định, Quận 1 8.5x16m, 3 lầu",54.0,"Trần Quang Khải, Phường Tân Định, Quận 1, TPHCM",115.0,8,8,3,Giấy tờ hợp lệ,25/11/2025
"Bán nhà MT ngay Điện Biên Phủ, Đa Kao, Q1, 7.5x23m, H+5L, giá 46.5 tỷ",46.5,"Điện Biên Phủ, Phường Đa Kao, Quận 1, TPHCM",150.0,5,5,5,Giấy tờ hợp lệ,25/11/2025
"Mặt Tiền Hoàng Sa Q1 ngang 4m dài 16m 3 Tầng chỉ 21,5 tỷ gần chợ ĐaKao",21.5,"Hoàng Sa, Phường Đa Kao, Quận 1, TPHCM",64.0,3,3,3,Sổ hồng,25/11/2025
"2 mặt tiền Nguyễn Hữu Cầu,ngay Hai Bà Trưng đối diện chợ Tân Định, Q1",63.0,"Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, TPHCM",130.0,6,6,5,Giấy tờ hợp lệ,25/11/2025
Mặt Tiền Trần Hưng Đạo Q1 gần Bến Thành Chỉ 49 Tỷ bề ngang 4m dài 21m.,49.0,"Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, TPHCM",83.0,3,3,7,Sổ hồng,25/11/2025
"Bán nhà góc 2 mặt tiền ngay Trần Quang Khải, Quận 1, 6.5x23m, giá 59 t",59.0,"Trần Khắc Chân, Phường Tân Định, Quận 1, TPHCM",188.0,3,3,10,Giấy tờ hợp lệ,25/11/2025
"Bán nhà góc 2 mặt tiền ngay Hai Bà Trưng, Quận 1, 6.2x23m, giá 65 tỷ",65.0,"Hai Bà Trưng, Phường Tân Định, Quận 1, TPHCM",188.0,3,3,10,Giấy tờ hợp lệ,25/11/2025
Bán nhà phố Nguyễn Cư Trinh Phạm Ngũ Lão Quận 1 đường lớn ngang 8.3m,48.0,"Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, TPHCM",57.6,9,9,4,Sổ hồng,25/11/2025
Chỉ 35 tỷ! Là Sở Hữu Mặt Tiền Đề ThámQ1 ngang 4m Dài 17m 4Tầng đoạnđẹp,35.0,"Đề Thám, Phường Cô Giang, Quận 1, TPHCM",68.0,4,4,4,Sổ hồng,25/11/2025
"Bán tòa nhà đường Hai Bà Trưng, Bên Nghé, Q1, ngang 8, H+5T, 35.9 tỷ",35.9,"Hai Bà Trưng, Phường Bến Nghé, Quận 1, TPHCM",80.0,5,5,4,Giấy tờ hợp lệ,25/11/2025
Bán Siêu phẩm Mặt Tiền Đặng Dung Q1 Dt 4m x 15m 5 Tầng Chỉ 25 Tỷ,25.0,"Đặng Dung, Phường Tân Định, Quận 1, TPHCM",60.0,6,5,5,Sổ hồng,25/11/2025
"60 Tỷ ! Có dòng tiền 1,5 tỷ/ năm Và Sở Hữu Mặt Tiền Q1 có bể ngang 15m",60.0,"Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, TPHCM",103.9,3,3,3,Sổ hồng,25/11/2025
"Mặt Tiền 2 Căn Đôi đường Ký Con Q1 ngang 7,5m Dài 18m gầnchợ Bến Thành",83.0,"Ký Con, Phường Nguyễn Thái Bình, Quận 1, TPHCM",131.0,5,5,4,Sổ hồng,25/11/2025
"Mặt tiền Sương Nguyệt Ánh, Quận 1 - 5x20m - 5 tầng - HĐ thuê 320 triệu",85.0,"Sương Nguyệt Ánh, Phường Bến Thành, Quận 1, TPHCM",100.0,,,5,Sổ hồng,25/11/2025
"""Bán nhà đường Nguyễn Gia Trí-Võ Oanh, P.25, Quận Bình Thạnh, Tp.HCM V",45.0,"Hai Bà Trưng, Phường Tân Định, Quận 1, TPHCM",5.0,5,5,4,Giấy tờ hợp lệ,25/11/2025
"133 Tỷ! Có Dòng Tiền 3,6 Tỷ/năm Sỡ Hữu MT Bùi Thị Xuân Q1 bề ngang8,5m",133.0,"Bùi Thị Xuân, Phường Bến Thành, Quận 1, TPHCM",129.0,45,45,9,Sổ hồng,25/11/2025
"Bán gấp tòa nhà Hoàng Sa, Nguyễn Đình Chiểu, Q1, 5x23m H+5L, TM, 39 tỷ",39.0,"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TPHCM",110.0,6,6,5,Giấy tờ hợp lệ,25/11/2025
Mặt Tiền Trần Quang Khải Q1 ngang 4m Dài 16m 5Tầng Giá 30Tỷ có Hdt 70t,30.0,"Trần Quang Khải, Phường Tân Định, Quận 1, TPHCM",62.0,5,5,5,Sổ hồng,25/11/2025
"Bán nhà mặt tiền Đông Du – Nguyễn Huệ, vị trí vàng kinh doanh",80.0,"Đông Du, Phường Bến Nghé, Quận 1, TPHCM",53.0,,,3,Sổ hồng,25/11/2025
"Mặt Tiền Q1 ngang 4m Dài 12m nở 6,6m gần Chợ Bến Thành giá chỉ 25 Tỷ",25.0,"Cô Bắc, Phường Cầu Ông Lãnh, Quận 1, TPHCM",55.0,4,4,3,Sổ hồng,25/11/2025
"Toà nhà MT 85A Bùi Thị Xuân Q1, hầm 7 tầng thang máy, DT: 6,1m x 27m",62.0,"Bùi Thị Xuân, Phường Bến Thành, Quận 1, TPHCM",127.0,,,7,Sổ hồng,25/11/2025
"Bán nhà mt Đinh Tiên Hoàng gần Nguyễn Thị Minh Khai, Q1, 15x25m, 159 t",159.0,"Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, TPHCM",362.0,4,3,,Giấy tờ hợp lệ,25/11/2025
"Bán khách sạn mặt tiền Lý Tự Trọng, Bến Thành, Quận 1, H+10 tầng,",119.9,"Lý Tự Trọng, Phường Bến Thành, Quận 1, TPHCM",110.0,22,23,10,Giấy tờ hợp lệ,25/11/2025
"Bán nhà mặt tiền ngay Trần Khắc Chân, Tân Định, Quận 1 8.5x16m, 3 lầu",54.0,"Trần Khắc Chân, Phường Tân Định, Quận 1, TPHCM",115.0,6,6,3,Giấy tờ hợp lệ,25/11/2025
"Bán nhà đường 10m Võ Thị Sáu, Quận 1, 4.2x23m, 4L, 24.9 tỷ",24.899,"Võ Thị Sáu, Phường Tân Định, Quận 1, TPHCM",108.0,9,9,4,Giấy tờ hợp lệ,25/11/2025
