tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang
"Bán Nhà riêng tạiPhường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",6.0,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",40.0,4.0,3.0,6.0,Sổ hồng,2025-11-24
"Bán Nhà riêng tạiPhường Phương Canh, Quận Nam Từ Liêm, Hà Nội",5.25,"Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",33.0,4.0,3.0,5.0,Sổ hồng,2025-11-24
"Bán Nhà riêng tạiPhường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",6.0,"Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",40.0,4.0,3.0,6.0,Sổ hồng,2025-11-24
"Bán Nhà riêng tạiMỹ đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",8.8,"Mỹ đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",38.0,4.0,5.0,5.0,Sổ hồng,2025-11-24
"Bán Nhà riêng tạilê đức thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",7.6,"lê đức thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",33.0,3.0,4.0,5.0,Sổ hồng,2025-11-24
"Bán Nhà riêng tạixuân phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",7.65,"xuân phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",35.0,4.0,6.0,7.0,Giấy tờ không xác định,2025-11-24
"Bán Nhà riêng tạiĐường Hà Trì, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",9.0,"Đường Hà Trì, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",45.0,4.0,4.0,5.0,Sổ hồng,2025-11-24
"Bán Nhà riêng tạiĐường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội",19.4,"Đường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội",100.0,3.0,3.0,3.0,Sổ hồng,2025-11-24
"Bán Nhà riêng tạiPhường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",5.0,"Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",33.0,3.0,4.0,5.0,Sổ hồng,2025-11-23
"Bán Nhà riêng tạiNgọc trục, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",10.3,"Ngọc trục, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",60.0,3.0,3.0,4.0,Sổ hồng,2025-11-24
"Bán Nhà riêng tạiPhường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",5.0,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",33.0,3.0,4.0,5.0,Sổ hồng,2025-11-23
"Bán Nhà mặt phố tạiQuang trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",39.5,"Quang trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",120.0,4.0,4.0,5.0,Sổ hồng,2025-11-23
"Bán Nhà biệt thự, liền kề theo dự ánVinhomes Riverside tại Đường Chu Huy Mân, Phường Phúc Lợi, Quận Long Biên, Hà Nội",92.0,"Đường Chu Huy Mân, Phường Phúc Lợi, Quận Long Biên, Hà Nội",206.0,5.0,6.0,4.0,Sổ hồng,2025-11-24
"Bán Nhà riêng tạiĐường Bùi Huy Bích, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",1.9,"Đường Bùi Huy Bích, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",21.0,1.0,1.0,1.0,Giấy tờ không xác định,2025-11-23
"Bán Nhà riêng tạiPhường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",5.0,"Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",34.0,3.0,4.0,5.0,Sổ hồng,2025-11-23
"Bán Nhà riêng tạiPhường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",5.65,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",37.0,4.0,3.0,5.0,Sổ hồng,2025-11-23
"Bán Nhà riêng tạiPhường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",5.15,"Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",33.0,4.0,4.0,5.0,Sổ hồng,2025-11-23
"Bán Nhà riêng tạiPhường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",6.0,"Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",40.0,4.0,3.0,6.0,Sổ hồng,2025-11-23
"Bán Nhà riêng tạiĐường Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội",13.5,"Đường Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội",38.0,3.0,5.0,7.0,Sổ hồng,2025-11-23
"Bán Nhà riêng tạiĐường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",20.5,"Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",55.0,3.0,5.0,8.0,Sổ hồng,2025-11-23
"Bán Nhà riêng tạiĐường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",7.0,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",38.0,3.0,4.0,5.0,Sổ hồng,2025-11-22
"Bán Nhà riêng tạiĐường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",6.4,"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",31.0,4.0,4.0,3.0,Sổ hồng,2025-11-22
"Bán Nhà biệt thự, liền kề tạilê trọng tấn , Phường Dương Nội, Quận Hà Đông, Hà Nội",23.5,"lê trọng tấn , Phường Dương Nội, Quận Hà Đông, Hà Nội",123.0,4.0,4.0,3.0,Sổ hồng,2025-11-22
"Bán Nhà riêng tạiPhường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",5.2,"Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",33.0,3.0,4.0,5.0,Sổ hồng,2025-11-23
"Bán Nhà biệt thự, liền kề theo dự ánKhu nhà ở V5 V6 tại Khu nhà ở V5 V6, Văn phú, Phường Phú La, Quận Hà Đông, Hà Nội",27.0,"Khu nhà ở V5 V6, Văn phú, Phường Phú La, Quận Hà Đông, Hà Nội",90.0,7.0,7.0,7.0,Sổ hồng,2025-11-22
"Bán Nhà riêng tạiĐường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",7.0,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",38.0,3.0,4.0,5.0,Sổ hồng,2025-11-22
"Bán Nhà riêng tạiMễ trì Hạ, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",16.6,"Mễ trì Hạ, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",55.0,4.0,5.0,5.0,Sổ hồng,2025-11-22
"Bán Nhà biệt thự, liền kề theo dự ánKhu đô thị Geleximco - Lê Trọng Tấn tại Khu đô thị Geleximco - Lê Trọng Tấn, Lê trọng tấn , Phường Dương Nội, Quận Hà Đông, Hà Nội",29.6,"Khu đô thị Geleximco - Lê Trọng Tấn, Lê trọng tấn , Phường Dương Nội, Quận Hà Đông, Hà Nội",160.0,6.0,4.0,4.0,Sổ hồng,2025-11-22
"Bán Nhà riêng tạiPhùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",11.0,"Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",39.0,4.0,4.0,5.0,Sổ hồng,2025-11-22
"Bán Nhà biệt thự, liền kề theo dự ánRoman Plaza tại Tố hữu, Phường Mộ Lao, Quận Hà Đông, Hà Nội",48.6,"Tố hữu, Phường Mộ Lao, Quận Hà Đông, Hà Nội",200.0,5.0,4.0,4.0,Sổ hồng,2025-11-22
"Bán Nhà riêng tạiđặng thai mai, Phường Quảng An, Quận Tây Hồ, Hà Nội",26.0,"đặng thai mai, Phường Quảng An, Quận Tây Hồ, Hà Nội",80.0,6.0,6.0,6.0,Sổ hồng,2025-11-22
"Bán Nhà biệt thự, liền kề theo dự ánKhu đô thị mới Văn Phú tại Khu đô thị mới Văn Phú, Văn phú, Phường Phú La, Quận Hà Đông, Hà Nội",1.95,"Khu đô thị mới Văn Phú, Văn phú, Phường Phú La, Quận Hà Đông, Hà Nội",63.0,4.0,4.0,5.0,Sổ hồng,2025-11-22
"Bán Nhà biệt thự, liền kề tạiĐường Huỳnh Văn Nghệ, Phường Phúc Lợi, Quận Long Biên, Hà Nội",39.37,"Đường Huỳnh Văn Nghệ, Phường Phúc Lợi, Quận Long Biên, Hà Nội",155.0,4.0,5.0,4.0,Sổ hồng,2025-11-22
"Bán Nhà riêng tạiĐường Tố Hữu, Phường Mộ Lao, Quận Hà Đông, Hà Nội",6.5,"Đường Tố Hữu, Phường Mộ Lao, Quận Hà Đông, Hà Nội",31.0,4.0,4.0,3.0,Sổ hồng,2025-11-21
"Bán Nhà riêng tạiphùng khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",10.7,"phùng khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",37.0,4.0,5.0,5.0,Sổ hồng,2025-11-21
"Bán Nhà riêng tạixuân la, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",9.3,"xuân la, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",38.0,4.0,5.0,5.0,Sổ hồng,2025-11-21
"Bán Nhà riêng tạiTây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",7.7,"Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",40.0,4.0,5.0,5.0,Sổ hồng,2025-11-21
"Bán Nhà riêng tạiLa Nội , Phường Dương Nội, Quận Hà Đông, Hà Nội",27.0,"La Nội , Phường Dương Nội, Quận Hà Đông, Hà Nội",90.0,6.0,6.0,5.0,Sổ hồng,2025-11-21
"Bán Nhà riêng tạiLê quang đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",16.6,"Lê quang đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",80.0,4.0,5.0,5.0,Sổ hồng,2025-11-21
"Bán Nhà riêng tạixuân la, Phường Xuân La, Quận Tây Hồ, Hà Nội",9.0,"xuân la, Phường Xuân La, Quận Tây Hồ, Hà Nội",37.0,3.0,4.0,5.0,Sổ hồng,2025-11-21
"Bán Nhà biệt thự, liền kề tạiĐường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",41.9,"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",145.0,5.0,5.0,5.0,Sổ hồng,2025-11-21
"Bán Nhà riêng tạiXuân la, Phường Xuân La, Quận Tây Hồ, Hà Nội",12.5,"Xuân la, Phường Xuân La, Quận Tây Hồ, Hà Nội",48.0,6.0,6.0,5.0,Sổ hồng,2025-11-21
"Bán Nhà riêng tạiĐường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội",16.1,"Đường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội",90.0,4.0,4.0,5.0,Sổ hồng,2025-11-21
"Bán Nhà mặt phố tạiTam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",19.5,"Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",52.0,4.0,6.0,8.0,Sổ hồng,2025-11-21
"Bán Nhà riêng tạiKim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",8.99,"Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",40.1,4.0,3.0,4.0,Sổ hồng,2025-11-21
"Bán Nhà riêng tạiĐường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội",6.5,"Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội",31.0,4.0,4.0,3.0,Sổ hồng,2025-11-20
"Bán Nhà riêng tạiHoàng hoa Thám, Phường Bưởi, Quận Tây Hồ, Hà Nội",7.9,"Hoàng hoa Thám, Phường Bưởi, Quận Tây Hồ, Hà Nội",30.0,4.0,3.0,4.0,Sổ hồng,2025-11-20
"Bán Nhà riêng tạiỶ la, Phường Dương Nội, Quận Hà Đông, Hà Nội",6.2,"Ỷ la, Phường Dương Nội, Quận Hà Đông, Hà Nội",31.0,3.0,4.0,1.0,Sổ hồng,2025-11-20
"Bán Nhà riêng tạimậu lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",7.6,"mậu lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",31.0,3.0,4.0,5.0,Sổ hồng,2025-11-20
"Bán Nhà riêng tạiPhú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",6.3,"Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",36.0,3.0,3.0,5.0,Sổ hồng,2025-11-20
"Bán Nhà riêng tạiTrung Tựu, Phường Tây Tựu, Quận Bắc Từ Liêm, Hà Nội",5.99,"Trung Tựu, Phường Tây Tựu, Quận Bắc Từ Liêm, Hà Nội",31.0,3.0,3.0,5.0,Sổ hồng,2025-11-20
"Bán Nhà biệt thự, liền kề theo dự ánAn Khang Villa tại An Khang Villa, Phường La Khê, Quận Hà Đông, Hà Nội",48.0,"An Khang Villa, Phường La Khê, Quận Hà Đông, Hà Nội",185.0,6.0,3.0,4.0,Sổ hồng,2025-11-18
"Bán Nhà biệt thự, liền kề theo dự ánAn Quý Villa - KĐT Dương Nội tại An Quý Villa - KĐT Dương Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội",55.0,"An Quý Villa - KĐT Dương Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội",195.0,5.0,3.0,4.0,Sổ hồng,2025-11-19
"Bán Nhà riêng tạiHà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội",8.6,"Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội",32.0,4.0,4.0,5.0,Sổ hồng,2025-11-18
"Bán Nhà riêng tạiThụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",11.9,"Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",52.0,3.0,3.0,5.0,Sổ hồng,2025-11-18
"Bán Nhà riêng tạithanh lân, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",6.8,"thanh lân, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",48.0,3.0,3.0,5.0,Sổ hồng,2025-11-18
"Bán Nhà riêng tạiLa dương , Phường Dương Nội, Quận Hà Đông, Hà Nội",7.0,"La dương , Phường Dương Nội, Quận Hà Đông, Hà Nội",31.0,3.0,4.0,5.0,Sổ hồng,2025-11-15
"Bán Nhà riêng tạiNgọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",7.7,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",38.0,3.0,3.0,5.0,Sổ hồng,2025-11-15
"Bán Nhà riêng tạiPhường Văn Quán, Quận Hà Đông, Hà Nội",13.9,"Phường Văn Quán, Quận Hà Đông, Hà Nội",45.0,4.0,5.0,5.0,Sổ hồng,2025-11-16
"Bán Nhà riêng tạiPhố Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",9.0,"Phố Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",33.0,3.0,3.0,6.0,Sổ hồng,2025-11-15
"Bán Nhà riêng tạiNguyễn Sơn, Phường Bồ Đề, Quận Long Biên, Hà Nội",10.75,"Nguyễn Sơn, Phường Bồ Đề, Quận Long Biên, Hà Nội",43.2,3.0,3.0,5.0,Sổ hồng,2025-11-15
"Bán Nhà riêng tạiNgõ 206, Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",19.0,"Ngõ 206, Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",55.0,3.0,4.0,7.0,Sổ hồng,2025-11-14
"Bán Nhà mặt phố tạiLạc long quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",52.6,"Lạc long quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",68.0,5.0,6.0,6.0,Sổ hồng,2025-11-14
"Bán Nhà riêng tạibồ đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",7.8,"bồ đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",31.0,2.0,2.0,4.0,Sổ hồng,2025-11-12
"Bán Nhà mặt phố tạiNguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",6.6,"Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",28.6,2.0,2.0,4.0,Sổ hồng,2025-11-12
"Bán Nhà mặt phố tạiLạc long quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",30.8,"Lạc long quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",93.0,6.0,4.0,5.0,Sổ hồng,2025-11-11
"Bán Nhà biệt thự, liền kề theo dự ánKiến Hưng Luxury tại Kiến Hưng Luxury, Phúc La, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",22.0,"Kiến Hưng Luxury, Phúc La, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",67.0,3.0,3.0,5.0,Sổ hồng,2025-11-11
"Bán Nhà mặt phố tạiNguyễn Văn Hưởng, Phường Giang Biên, Quận Long Biên, Hà Nội",16.5,"Nguyễn Văn Hưởng, Phường Giang Biên, Quận Long Biên, Hà Nội",55.0,4.0,3.0,4.0,Sổ hồng,2025-11-12
"Bán Nhà biệt thự, liền kề tạiTô ngọc vân, Phường Quảng An, Quận Tây Hồ, Hà Nội",53.6,"Tô ngọc vân, Phường Quảng An, Quận Tây Hồ, Hà Nội",101.0,4.0,4.0,4.0,Sổ hồng,2025-11-11
"Bán Nhà mặt phố tạiNhật chiêu, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",203.0,"Nhật chiêu, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",220.0,6.0,8.0,6.0,Sổ hồng,2025-11-11
"Bán Nhà biệt thự, liền kề theo dự ánKhu đô thị mới Văn Quán tại Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",50.0,"Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",230.0,5.0,5.0,4.0,Sổ hồng,2025-11-10
"Bán Nhà riêng tạiPhường Thụy Khuê, Quận Tây Hồ, Hà Nội",7.2,"Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",30.0,3.0,3.0,6.0,Sổ hồng,2025-11-05
"Bán Nhà riêng tạiTân Thụy, Phường Phúc Đồng, Quận Long Biên, Hà Nội",15.0,"Tân Thụy, Phường Phúc Đồng, Quận Long Biên, Hà Nội",43.0,3.0,5.0,6.0,Sổ hồng,2025-11-05
"Bán Nhà riêng tạiĐa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",5.65,"Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",37.0,3.0,3.0,4.0,Sổ hồng,2025-11-03
"Bán Nhà riêng tạiXuân đỗ, Phường Long Biên, Quận Long Biên, Hà Nội",9.5,"Xuân đỗ, Phường Long Biên, Quận Long Biên, Hà Nội",42.0,3.0,5.0,6.0,Sổ hồng,2025-11-02
"Bán Nhà riêng tạiThanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",7.8,"Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",40.0,4.0,3.0,4.0,Sổ hồng,2025-11-03
"Bán Nhà riêng tạiNgọc Thuỵ, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",10.8,"Ngọc Thuỵ, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",41.0,3.0,4.0,6.0,Sổ hồng,2025-11-01
"Bán Nhà biệt thự, liền kề tạixuân đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",34.5,"xuân đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",124.0,5.0,4.0,5.0,Sổ hồng,2025-10-29
"Bán Nhà riêng tạiPhường Ngọc Thụy, Quận Long Biên, Hà Nội",12.95,"Phường Ngọc Thụy, Quận Long Biên, Hà Nội",53.0,4.0,5.0,6.0,Giấy tờ không xác định,2025-10-31
"Bán Nhà riêng tạiNgọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",13.65,"Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",55.0,3.0,5.0,6.0,Sổ hồng,2025-10-31
"Bán Nhà riêng tạiPhố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội",12.5,"Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội",53.0,5.0,2.0,5.0,Sổ hồng,2025-10-31
"Bán Nhà riêng tạiKim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",8.6,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",47.0,2.0,4.0,5.0,Sổ hồng,2025-10-31
"Bán Nhà biệt thự, liền kề tạiĐường Bát Khối, Phường Thạch Bàn, Quận Long Biên, Hà Nội",19.2,"Đường Bát Khối, Phường Thạch Bàn, Quận Long Biên, Hà Nội",90.0,4.0,3.0,5.0,Giấy tờ không xác định,2025-11-25
"Bán Nhà riêng tạiCầu Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",6.9,"Cầu Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",35.0,3.0,3.0,5.0,Sổ hồng,2025-10-29
